source_style,target_style,similarity,source_idx,target_idx,source_artist,target_artist,source_genre,target_genre,source_duplicate_group,target_duplicate_group
Early_Renaissance,Rococo,0.8130999803543091,41509,28914,pietro-perugino,Unknown Artist,religious_painting,genre_painting,3509,6766
Mannerism_Late_Renaissance,Rococo,0.8038482069969177,38333,28914,Unknown Artist,Unknown Artist,religious_painting,genre_painting,3025,6766
Northern_Renaissance,Rococo,0.8017504215240479,38026,28914,Unknown Artist,Unknown Artist,religious_painting,genre_painting,4274,6766
Mannerism_Late_Renaissance,Rococo,0.8014547824859619,56856,28914,tintoretto,Unknown Artist,religious_painting,genre_painting,189,6766
Northern_Renaissance,Rococo,0.8004040122032166,27364,28914,Unknown Artist,Unknown Artist,genre_painting,genre_painting,1743,6766
Northern_Renaissance,Baroque,0.8572450876235962,9507,4480,albrecht-durer,rembrandt,portrait,sketch_and_study,2766,6768
Northern_Renaissance,Baroque,0.8535534143447876,6072,4480,albrecht-durer,rembrandt,portrait,sketch_and_study,1123,6768
Northern_Renaissance,Baroque,0.8449840545654297,4150,4480,albrecht-durer,rembrandt,portrait,sketch_and_study,2897,6768
Northern_Renaissance,Baroque,0.8404405117034912,8238,4480,albrecht-durer,rembrandt,portrait,sketch_and_study,6984,6768
Northern_Renaissance,Baroque,0.8377079367637634,18029,4480,albrecht-durer,rembrandt,religious_painting,sketch_and_study,4702,6768
Early_Renaissance,High_Renaissance,0.8710905909538269,63897,42524,Unknown Artist,raphael,portrait,portrait,3739,6769
Northern_Renaissance,High_Renaissance,0.8615306615829468,12996,42524,albrecht-durer,raphael,portrait,portrait,4076,6769
Early_Renaissance,High_Renaissance,0.8403285145759583,19983,42524,leonardo-da-vinci,raphael,portrait,portrait,1461,6769
Early_Renaissance,High_Renaissance,0.8397837281227112,56461,42524,Unknown Artist,raphael,religious_painting,portrait,6172,6769
Early_Renaissance,High_Renaissance,0.8343214988708496,64313,42524,Unknown Artist,raphael,portrait,portrait,3437,6769
High_Renaissance,Mannerism_Late_Renaissance,0.8794658184051514,44627,56439,raphael,tintoretto,religious_painting,religious_painting,5697,6770
High_Renaissance,Mannerism_Late_Renaissance,0.8779228329658508,45616,56439,raphael,tintoretto,religious_painting,religious_painting,3565,6770
High_Renaissance,Mannerism_Late_Renaissance,0.876786470413208,52548,56439,Unknown Artist,tintoretto,religious_painting,religious_painting,2898,6770
High_Renaissance,Mannerism_Late_Renaissance,0.8754536509513855,57155,56439,Unknown Artist,tintoretto,religious_painting,religious_painting,7104,6770
High_Renaissance,Mannerism_Late_Renaissance,0.8699989318847656,42841,56439,raphael,tintoretto,religious_painting,religious_painting,1541,6770
Mannerism_Late_Renaissance,Baroque,0.9129217863082886,46434,70493,tintoretto,Unknown Artist,religious_painting,Unknown Genre,5076,6771
Mannerism_Late_Renaissance,Baroque,0.8998990654945374,55831,70493,tintoretto,Unknown Artist,religious_painting,Unknown Genre,3679,6771
Mannerism_Late_Renaissance,Baroque,0.8963703513145447,29310,70493,paolo-veronese,Unknown Artist,religious_painting,Unknown Genre,6228,6771
Mannerism_Late_Renaissance,Baroque,0.8963703513145447,20033,70493,paolo-veronese,Unknown Artist,religious_painting,Unknown Genre,6228,6771
Mannerism_Late_Renaissance,Baroque,0.8959686756134033,36844,70493,tintoretto,Unknown Artist,religious_painting,Unknown Genre,3832,6771
Baroque,Rococo,0.8875253796577454,59987,60830,Unknown Artist,canaletto,landscape,landscape,1111,6772
Baroque,Rococo,0.8326342701911926,78566,60830,Unknown Artist,canaletto,Unknown Genre,landscape,689,6772
Baroque,Rococo,0.831832230091095,49539,60830,canaletto,canaletto,cityscape,landscape,998,6772
Northern_Renaissance,Rococo,0.8278592228889465,5459,60830,albrecht-durer,canaletto,cityscape,landscape,5390,6772
Baroque,Rococo,0.827552855014801,32940,60830,Unknown Artist,canaletto,landscape,landscape,574,6772
Early_Renaissance,High_Renaissance,0.9052345752716064,50996,37323,Unknown Artist,pietro-perugino,religious_painting,religious_painting,4701,6773
Early_Renaissance,High_Renaissance,0.8972298502922058,42889,37323,Unknown Artist,pietro-perugino,religious_painting,religious_painting,6948,6773
Early_Renaissance,High_Renaissance,0.8892105221748352,21326,37323,Unknown Artist,pietro-perugino,religious_painting,religious_painting,545,6773
Northern_Renaissance,High_Renaissance,0.8866965174674988,28645,37323,Unknown Artist,pietro-perugino,religious_painting,religious_painting,5437,6773
Early_Renaissance,High_Renaissance,0.8823320269584656,40052,37323,Unknown Artist,pietro-perugino,religious_painting,religious_painting,3698,6773
Baroque,Rococo,0.8687661290168762,63339,27622,Unknown Artist,Unknown Artist,portrait,portrait,2004,6774
Baroque,Rococo,0.8582308888435364,64962,27622,Unknown Artist,Unknown Artist,portrait,portrait,6254,6774
Baroque,Rococo,0.8413234353065491,64322,27622,Unknown Artist,Unknown Artist,portrait,portrait,2565,6774
Baroque,Rococo,0.8310510516166687,23320,27622,joshua-reynolds,Unknown Artist,portrait,portrait,4708,6774
Baroque,Rococo,0.8198539018630981,74510,27622,Unknown Artist,Unknown Artist,Unknown Genre,portrait,1771,6774
Northern_Renaissance,Mannerism_Late_Renaissance,0.9014349579811096,74520,76711,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,4794,6775
High_Renaissance,Mannerism_Late_Renaissance,0.8885241746902466,71487,76711,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,3302,6775
High_Renaissance,Mannerism_Late_Renaissance,0.8871120810508728,70624,76711,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,6957,6775
High_Renaissance,Mannerism_Late_Renaissance,0.8861611485481262,79397,76711,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,5577,6775
Northern_Renaissance,Mannerism_Late_Renaissance,0.8850021958351135,56380,76711,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,5752,6775
Baroque,Rococo,0.8661856651306152,78706,58141,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,4160,6776
Baroque,Rococo,0.8526039719581604,78678,58141,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,4438,6776
Baroque,Rococo,0.8464758992195129,78760,58141,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,3871,6776
Baroque,Rococo,0.8392914533615112,67933,58141,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,1457,6776
Baroque,Rococo,0.834535539150238,70424,58141,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,2670,6776
Early_Renaissance,Northern_Renaissance,0.7865784764289856,80533,3375,Unknown Artist,albrecht-durer,Unknown Genre,portrait,502,6778
Early_Renaissance,Northern_Renaissance,0.7795859575271606,29660,3375,Unknown Artist,albrecht-durer,sketch_and_study,portrait,582,6778
Early_Renaissance,Northern_Renaissance,0.7577957510948181,31917,3375,Unknown Artist,albrecht-durer,sketch_and_study,portrait,3779,6778
High_Renaissance,Northern_Renaissance,0.757105827331543,33881,3375,leonardo-da-vinci,albrecht-durer,sketch_and_study,portrait,6235,6778
High_Renaissance,Northern_Renaissance,0.7570498585700989,56229,3375,titian,albrecht-durer,religious_painting,portrait,5599,6778
Early_Renaissance,Northern_Renaissance,0.8912469744682312,55800,28527,Unknown Artist,hieronymus-bosch,religious_painting,religious_painting,7127,6779
Early_Renaissance,Northern_Renaissance,0.8829705715179443,56457,28527,Unknown Artist,hieronymus-bosch,religious_painting,religious_painting,494,6779
High_Renaissance,Northern_Renaissance,0.8795807361602783,31952,28527,Unknown Artist,hieronymus-bosch,religious_painting,religious_painting,2052,6779
High_Renaissance,Northern_Renaissance,0.8741772770881653,38996,28527,titian,hieronymus-bosch,genre_painting,religious_painting,2614,6779
High_Renaissance,Northern_Renaissance,0.8741753101348877,30296,28527,Unknown Artist,hieronymus-bosch,religious_painting,religious_painting,690,6779
Baroque,Rococo,0.8369930982589722,17667,30000,rembrandt,Unknown Artist,portrait,portrait,103,6780
Baroque,Rococo,0.8329225182533264,55121,30000,Unknown Artist,Unknown Artist,genre_painting,portrait,5983,6780
Baroque,Rococo,0.8322780728340149,76846,30000,Unknown Artist,Unknown Artist,Unknown Genre,portrait,3358,6780
Baroque,Rococo,0.8096017837524414,33148,30000,Unknown Artist,Unknown Artist,genre_painting,portrait,463,6780
Northern_Renaissance,Rococo,0.8094914555549622,56039,30000,Unknown Artist,Unknown Artist,religious_painting,portrait,2714,6780
High_Renaissance,Mannerism_Late_Renaissance,0.9018362760543823,68376,19219,Unknown Artist,tintoretto,Unknown Genre,religious_painting,2765,6782
High_Renaissance,Mannerism_Late_Renaissance,0.8924154043197632,27547,19219,Unknown Artist,tintoretto,religious_painting,religious_painting,6404,6782
Early_Renaissance,Mannerism_Late_Renaissance,0.8895253539085388,32172,19219,Unknown Artist,tintoretto,religious_painting,religious_painting,3795,6782
Early_Renaissance,Mannerism_Late_Renaissance,0.8864072561264038,51437,19219,Unknown Artist,tintoretto,religious_painting,religious_painting,1757,6782
High_Renaissance,Mannerism_Late_Renaissance,0.8838610649108887,34542,19219,raphael,tintoretto,religious_painting,religious_painting,873,6782
Baroque,Rococo,0.9219747185707092,72887,74573,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,6866,6783
Baroque,Rococo,0.8942502737045288,74682,74573,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,6633,6783
Baroque,Rococo,0.8894307613372803,78583,74573,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,5554,6783
Baroque,Rococo,0.878854513168335,77197,74573,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,5102,6783
Baroque,Rococo,0.8788456916809082,78678,74573,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,4438,6783
Mannerism_Late_Renaissance,Rococo,0.9195799827575684,30599,41259,tintoretto,Unknown Artist,religious_painting,religious_painting,6811,6785
Mannerism_Late_Renaissance,Rococo,0.9153698086738586,51801,41259,tintoretto,Unknown Artist,religious_painting,religious_painting,3156,6785
High_Renaissance,Rococo,0.9146890044212341,37673,41259,raphael,Unknown Artist,religious_painting,religious_painting,4755,6785
Mannerism_Late_Renaissance,Rococo,0.9112943410873413,55942,41259,paolo-veronese,Unknown Artist,religious_painting,religious_painting,6258,6785
Baroque,Rococo,0.9007226228713989,74223,41259,Unknown Artist,Unknown Artist,Unknown Genre,religious_painting,2360,6785
High_Renaissance,Northern_Renaissance,0.8950762152671814,61949,4422,raphael,albrecht-durer,sketch_and_study,religious_painting,4482,6786
High_Renaissance,Northern_Renaissance,0.8684119582176208,63233,4422,Unknown Artist,albrecht-durer,portrait,religious_painting,3331,6786
High_Renaissance,Northern_Renaissance,0.8646287322044373,27867,4422,leonardo-da-vinci,albrecht-durer,portrait,religious_painting,5419,6786
High_Renaissance,Northern_Renaissance,0.8508769869804382,29599,4422,leonardo-da-vinci,albrecht-durer,religious_painting,religious_painting,2683,6786
High_Renaissance,Northern_Renaissance,0.844695508480072,44859,4422,titian,albrecht-durer,portrait,religious_painting,2881,6786
Mannerism_Late_Renaissance,Baroque,0.8524485230445862,64591,38510,el-greco,peter-paul-rubens,portrait,portrait,1671,6787
Mannerism_Late_Renaissance,Baroque,0.842547595500946,40344,38510,el-greco,peter-paul-rubens,portrait,portrait,1925,6787
Mannerism_Late_Renaissance,Baroque,0.8387925028800964,35741,38510,paolo-veronese,peter-paul-rubens,portrait,portrait,1944,6787
Mannerism_Late_Renaissance,Baroque,0.8336048126220703,27094,38510,el-greco,peter-paul-rubens,portrait,portrait,7056,6787
Mannerism_Late_Renaissance,Baroque,0.8328660726547241,64986,38510,el-greco,peter-paul-rubens,portrait,portrait,5240,6787
Early_Renaissance,Mannerism_Late_Renaissance,0.8404019474983215,46214,48217,Unknown Artist,tintoretto,religious_painting,religious_painting,1891,6788
High_Renaissance,Mannerism_Late_Renaissance,0.8402965664863586,37000,48217,Unknown Artist,tintoretto,portrait,religious_painting,7000,6788
High_Renaissance,Mannerism_Late_Renaissance,0.8392258286476135,21477,48217,Unknown Artist,tintoretto,religious_painting,religious_painting,719,6788
High_Renaissance,Mannerism_Late_Renaissance,0.8379679918289185,48254,48217,Unknown Artist,tintoretto,religious_painting,religious_painting,2326,6788
High_Renaissance,Mannerism_Late_Renaissance,0.8347492218017578,31053,48217,leonardo-da-vinci,tintoretto,religious_painting,religious_painting,6689,6788
High_Renaissance,Northern_Renaissance,0.860514223575592,28183,28589,Unknown Artist,hieronymus-bosch,portrait,portrait,3047,6789
Early_Renaissance,Northern_Renaissance,0.8575942516326904,46451,28589,Unknown Artist,hieronymus-bosch,portrait,portrait,4118,6789
Early_Renaissance,Northern_Renaissance,0.8342106342315674,56688,28589,Unknown Artist,hieronymus-bosch,religious_painting,portrait,5416,6789
Early_Renaissance,Northern_Renaissance,0.8281527757644653,25758,28589,Unknown Artist,hieronymus-bosch,religious_painting,portrait,2783,6789
High_Renaissance,Northern_Renaissance,0.8250344395637512,61949,28589,raphael,hieronymus-bosch,sketch_and_study,portrait,4482,6789
Early_Renaissance,Baroque,0.8144667148590088,34453,48161,Unknown Artist,Unknown Artist,religious_painting,still_life,4483,6790
Mannerism_Late_Renaissance,Baroque,0.8068193197250366,38722,48161,tintoretto,Unknown Artist,religious_painting,still_life,3655,6790
Mannerism_Late_Renaissance,Baroque,0.8022062182426453,55339,48161,Unknown Artist,Unknown Artist,genre_painting,still_life,213,6790
Northern_Renaissance,Baroque,0.7949098944664001,56213,48161,Unknown Artist,Unknown Artist,religious_painting,still_life,3276,6790
Mannerism_Late_Renaissance,Baroque,0.7942589521408081,40276,48161,el-greco,Unknown Artist,religious_painting,still_life,1887,6790
High_Renaissance,Mannerism_Late_Renaissance,0.8126617074012756,56764,78495,titian,Unknown Artist,religious_painting,Unknown Genre,6971,6791
High_Renaissance,Mannerism_Late_Renaissance,0.8038691878318787,51722,78495,titian,Unknown Artist,portrait,Unknown Genre,1992,6791
High_Renaissance,Mannerism_Late_Renaissance,0.7993706464767456,44001,78495,Unknown Artist,Unknown Artist,portrait,Unknown Genre,5401,6791
Northern_Renaissance,Mannerism_Late_Renaissance,0.794293999671936,65573,78495,hans-holbein-the-younger,Unknown Artist,portrait,Unknown Genre,1031,6791
High_Renaissance,Mannerism_Late_Renaissance,0.7884284257888794,19943,78495,titian,Unknown Artist,portrait,Unknown Genre,766,6791
Early_Renaissance,High_Renaissance,0.8733257055282593,21002,48869,leonardo-da-vinci,leonardo-da-vinci,portrait,sketch_and_study,6584,6792
Northern_Renaissance,High_Renaissance,0.8718091249465942,726,48869,albrecht-durer,leonardo-da-vinci,religious_painting,sketch_and_study,6360,6792
Early_Renaissance,High_Renaissance,0.8500799536705017,30562,48869,leonardo-da-vinci,leonardo-da-vinci,sketch_and_study,sketch_and_study,6983,6792
Early_Renaissance,High_Renaissance,0.8492620587348938,20207,48869,Unknown Artist,leonardo-da-vinci,religious_painting,sketch_and_study,5520,6792
Early_Renaissance,High_Renaissance,0.842801034450531,57067,48869,Unknown Artist,leonardo-da-vinci,religious_painting,sketch_and_study,2793,6792
Early_Renaissance,High_Renaissance,0.8783979415893555,27828,55878,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5991,6793
Early_Renaissance,High_Renaissance,0.8774010539054871,30666,55878,Unknown Artist,Unknown Artist,religious_painting,religious_painting,399,6793
Early_Renaissance,High_Renaissance,0.8719991445541382,26130,55878,fra-angelico,Unknown Artist,religious_painting,religious_painting,1645,6793
Early_Renaissance,High_Renaissance,0.8691222071647644,56481,55878,Unknown Artist,Unknown Artist,religious_painting,religious_painting,2416,6793
Northern_Renaissance,High_Renaissance,0.8681944608688354,12837,55878,albrecht-durer,Unknown Artist,religious_painting,religious_painting,912,6793
Northern_Renaissance,Mannerism_Late_Renaissance,0.8622940182685852,49917,26021,hieronymus-bosch,el-greco,religious_painting,religious_painting,124,6794
Northern_Renaissance,Mannerism_Late_Renaissance,0.8487279415130615,56873,26021,Unknown Artist,el-greco,religious_painting,religious_painting,1774,6794
High_Renaissance,Mannerism_Late_Renaissance,0.8442561030387878,62128,26021,leonardo-da-vinci,el-greco,sketch_and_study,religious_painting,186,6794
Northern_Renaissance,Mannerism_Late_Renaissance,0.8418523669242859,2635,26021,albrecht-durer,el-greco,sketch_and_study,religious_painting,4561,6794
Early_Renaissance,Mannerism_Late_Renaissance,0.839971125125885,29533,26021,Unknown Artist,el-greco,religious_painting,religious_painting,3964,6794
High_Renaissance,Mannerism_Late_Renaissance,0.8584169149398804,46415,28772,titian,titian,portrait,portrait,420,6795
High_Renaissance,Mannerism_Late_Renaissance,0.8543485999107361,48496,28772,titian,titian,portrait,portrait,3163,6795
High_Renaissance,Mannerism_Late_Renaissance,0.8542158007621765,43350,28772,titian,titian,portrait,portrait,5288,6795
High_Renaissance,Mannerism_Late_Renaissance,0.8473496437072754,63906,28772,titian,titian,portrait,portrait,6524,6795
Northern_Renaissance,Mannerism_Late_Renaissance,0.8404977917671204,19910,28772,hans-holbein-the-younger,titian,sketch_and_study,portrait,2709,6795
Early_Renaissance,Northern_Renaissance,0.8694124221801758,20866,71851,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,3119,6796
High_Renaissance,Northern_Renaissance,0.8534414172172546,72483,71851,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,3151,6796
High_Renaissance,Northern_Renaissance,0.8522391319274902,70085,71851,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,5647,6796
High_Renaissance,Northern_Renaissance,0.8446838855743408,69785,71851,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,2426,6796
High_Renaissance,Northern_Renaissance,0.8436092138290405,49571,71851,titian,Unknown Artist,religious_painting,Unknown Genre,171,6796
Baroque,Rococo,0.8419734239578247,78640,70471,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,5144,6797
Mannerism_Late_Renaissance,Rococo,0.8374123573303223,23967,70471,el-greco,Unknown Artist,religious_painting,Unknown Genre,7008,6797
Baroque,Rococo,0.8323329091072083,78617,70471,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,127,6797
Mannerism_Late_Renaissance,Rococo,0.8310748934745789,55940,70471,tintoretto,Unknown Artist,religious_painting,Unknown Genre,5075,6797
High_Renaissance,Rococo,0.8307251334190369,69083,70471,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,3421,6797
Early_Renaissance,High_Renaissance,0.8851695656776428,19614,42440,pietro-perugino,pietro-perugino,religious_painting,religious_painting,4063,6798
Early_Renaissance,High_Renaissance,0.8669930696487427,19806,42440,Unknown Artist,pietro-perugino,religious_painting,religious_painting,1303,6798
Early_Renaissance,High_Renaissance,0.8629639744758606,25499,42440,Unknown Artist,pietro-perugino,religious_painting,religious_painting,6949,6798
Northern_Renaissance,High_Renaissance,0.8577969670295715,75511,42440,Unknown Artist,pietro-perugino,Unknown Genre,religious_painting,3691,6798
Northern_Renaissance,High_Renaissance,0.8551268577575684,659,42440,albrecht-durer,pietro-perugino,religious_painting,religious_painting,2442,6798
High_Renaissance,Northern_Renaissance,0.858712911605835,70085,18101,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,5647,6799
High_Renaissance,Northern_Renaissance,0.8584350347518921,70984,18101,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,5731,6799
Early_Renaissance,Northern_Renaissance,0.8559427261352539,75143,18101,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,864,6799
High_Renaissance,Northern_Renaissance,0.8470554947853088,44981,18101,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,3380,6799
High_Renaissance,Northern_Renaissance,0.8430697917938232,37094,18101,Unknown Artist,Unknown Artist,sketch_and_study,Unknown Genre,1051,6799
Mannerism_Late_Renaissance,Baroque,0.8895471096038818,72138,71354,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,3455,6801
Mannerism_Late_Renaissance,Baroque,0.8869253396987915,25184,71354,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,7103,6801
High_Renaissance,Baroque,0.8856515884399414,71487,71354,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,3302,6801
Mannerism_Late_Renaissance,Baroque,0.8832446336746216,56367,71354,tintoretto,Unknown Artist,religious_painting,Unknown Genre,4210,6801
Mannerism_Late_Renaissance,Baroque,0.8825662732124329,30859,71354,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,797,6801
Early_Renaissance,Rococo,0.8760201930999756,56490,46751,Unknown Artist,Unknown Artist,religious_painting,genre_painting,6784,6802
Early_Renaissance,Rococo,0.873424768447876,25782,46751,Unknown Artist,Unknown Artist,religious_painting,genre_painting,1420,6802
Early_Renaissance,Rococo,0.8725459575653076,56992,46751,Unknown Artist,Unknown Artist,religious_painting,genre_painting,902,6802
High_Renaissance,Rococo,0.8597899079322815,31550,46751,pietro-perugino,Unknown Artist,religious_painting,genre_painting,1,6802
High_Renaissance,Rococo,0.8595619797706604,70404,46751,Unknown Artist,Unknown Artist,Unknown Genre,genre_painting,129,6802
Early_Renaissance,High_Renaissance,0.8218243718147278,45382,63509,Unknown Artist,Unknown Artist,religious_painting,portrait,5716,6803
Early_Renaissance,High_Renaissance,0.790619432926178,42555,63509,Unknown Artist,Unknown Artist,religious_painting,portrait,118,6803
Early_Renaissance,High_Renaissance,0.7811458706855774,57140,63509,Unknown Artist,Unknown Artist,religious_painting,portrait,4814,6803
Early_Renaissance,High_Renaissance,0.778919517993927,22128,63509,Unknown Artist,Unknown Artist,religious_painting,portrait,4804,6803
Early_Renaissance,High_Renaissance,0.7766836285591125,34653,63509,Unknown Artist,Unknown Artist,portrait,portrait,5125,6803
Early_Renaissance,High_Renaissance,0.9167911410331726,62237,28996,leonardo-da-vinci,leonardo-da-vinci,sketch_and_study,sketch_and_study,2675,6804
Early_Renaissance,High_Renaissance,0.9052293300628662,67838,28996,Unknown Artist,leonardo-da-vinci,Unknown Genre,sketch_and_study,1869,6804
Early_Renaissance,High_Renaissance,0.8898749947547913,71452,28996,Unknown Artist,leonardo-da-vinci,Unknown Genre,sketch_and_study,4093,6804
Early_Renaissance,High_Renaissance,0.8580979108810425,80538,28996,Unknown Artist,leonardo-da-vinci,Unknown Genre,sketch_and_study,3486,6804
Northern_Renaissance,High_Renaissance,0.8550723195075989,4882,28996,albrecht-durer,leonardo-da-vinci,sketch_and_study,sketch_and_study,1357,6804
High_Renaissance,Baroque,0.8527041673660278,51395,46093,Unknown Artist,peter-paul-rubens,religious_painting,religious_painting,2444,6805
Mannerism_Late_Renaissance,Baroque,0.8499746322631836,35079,46093,tintoretto,peter-paul-rubens,religious_painting,religious_painting,5023,6805
Mannerism_Late_Renaissance,Baroque,0.8448567986488342,71838,46093,Unknown Artist,peter-paul-rubens,Unknown Genre,religious_painting,408,6805
High_Renaissance,Baroque,0.834830641746521,56108,46093,Unknown Artist,peter-paul-rubens,religious_painting,religious_painting,977,6805
Mannerism_Late_Renaissance,Baroque,0.8319893479347229,56819,46093,paolo-veronese,peter-paul-rubens,religious_painting,religious_painting,136,6805
Northern_Renaissance,Mannerism_Late_Renaissance,0.819733202457428,18090,70657,albrecht-durer,Unknown Artist,portrait,Unknown Genre,304,6806
High_Renaissance,Mannerism_Late_Renaissance,0.8150845170021057,39344,70657,Unknown Artist,Unknown Artist,portrait,Unknown Genre,5823,6806
Early_Renaissance,Mannerism_Late_Renaissance,0.814500629901886,65825,70657,Unknown Artist,Unknown Artist,portrait,Unknown Genre,1188,6806
High_Renaissance,Mannerism_Late_Renaissance,0.8138496279716492,21462,70657,titian,Unknown Artist,portrait,Unknown Genre,4938,6806
Early_Renaissance,Mannerism_Late_Renaissance,0.8117485046386719,22846,70657,Unknown Artist,Unknown Artist,portrait,Unknown Genre,6044,6806
Early_Renaissance,Mannerism_Late_Renaissance,0.9112910628318787,61990,62038,Unknown Artist,Unknown Artist,sketch_and_study,sketch_and_study,11,6807
High_Renaissance,Mannerism_Late_Renaissance,0.904946506023407,27974,62038,michelangelo,Unknown Artist,sketch_and_study,sketch_and_study,2214,6807
Early_Renaissance,Mannerism_Late_Renaissance,0.9006431698799133,46027,62038,Unknown Artist,Unknown Artist,sketch_and_study,sketch_and_study,1545,6807
High_Renaissance,Mannerism_Late_Renaissance,0.8948430418968201,42778,62038,michelangelo,Unknown Artist,sketch_and_study,sketch_and_study,53,6807
High_Renaissance,Mannerism_Late_Renaissance,0.8941725492477417,26261,62038,Unknown Artist,Unknown Artist,sketch_and_study,sketch_and_study,4973,6807
High_Renaissance,Northern_Renaissance,0.8270730972290039,49223,57043,Unknown Artist,lucas-cranach-the-elder,portrait,religious_painting,3874,6809
High_Renaissance,Northern_Renaissance,0.8187306523323059,49546,57043,raphael,lucas-cranach-the-elder,portrait,religious_painting,3309,6809
Early_Renaissance,Northern_Renaissance,0.8174002170562744,25221,57043,Unknown Artist,lucas-cranach-the-elder,portrait,religious_painting,5439,6809
Early_Renaissance,Northern_Renaissance,0.8157201409339905,22846,57043,Unknown Artist,lucas-cranach-the-elder,portrait,religious_painting,6044,6809
High_Renaissance,Northern_Renaissance,0.8149904012680054,64098,57043,titian,lucas-cranach-the-elder,portrait,religious_painting,3175,6809
Northern_Renaissance,Mannerism_Late_Renaissance,0.9127610325813293,81151,30599,Unknown Artist,tintoretto,Unknown Genre,religious_painting,3772,6811
High_Renaissance,Mannerism_Late_Renaissance,0.893175482749939,34153,30599,raphael,tintoretto,religious_painting,religious_painting,5955,6811
Northern_Renaissance,Mannerism_Late_Renaissance,0.8839146494865417,69185,30599,Unknown Artist,tintoretto,Unknown Genre,religious_painting,932,6811
High_Renaissance,Mannerism_Late_Renaissance,0.8817864060401917,73874,30599,Unknown Artist,tintoretto,Unknown Genre,religious_painting,3708,6811
High_Renaissance,Mannerism_Late_Renaissance,0.8781788945198059,31767,30599,raphael,tintoretto,religious_painting,religious_painting,7072,6811
High_Renaissance,Mannerism_Late_Renaissance,0.8593500256538391,20187,63760,Unknown Artist,paolo-veronese,portrait,portrait,6494,6812
High_Renaissance,Mannerism_Late_Renaissance,0.857498049736023,65674,63760,titian,paolo-veronese,portrait,portrait,1454,6812
High_Renaissance,Mannerism_Late_Renaissance,0.8499414920806885,50486,63760,titian,paolo-veronese,portrait,portrait,5912,6812
High_Renaissance,Mannerism_Late_Renaissance,0.8321955800056458,49965,63760,Unknown Artist,paolo-veronese,portrait,portrait,47,6812
High_Renaissance,Mannerism_Late_Renaissance,0.8299767971038818,52764,63760,titian,paolo-veronese,portrait,portrait,6550,6812
High_Renaissance,Mannerism_Late_Renaissance,0.9077656865119934,22248,55809,raphael,Unknown Artist,religious_painting,religious_painting,439,6813
High_Renaissance,Mannerism_Late_Renaissance,0.8935067057609558,31887,55809,Unknown Artist,Unknown Artist,religious_painting,religious_painting,2146,6813
High_Renaissance,Mannerism_Late_Renaissance,0.8823485970497131,22495,55809,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5014,6813
High_Renaissance,Mannerism_Late_Renaissance,0.8780270218849182,34272,55809,Unknown Artist,Unknown Artist,religious_painting,religious_painting,2272,6813
High_Renaissance,Mannerism_Late_Renaissance,0.8779597282409668,42476,55809,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1165,6813
Northern_Renaissance,High_Renaissance,0.8318768739700317,46263,26650,hans-holbein-the-younger,titian,portrait,portrait,1202,6815
Northern_Renaissance,High_Renaissance,0.8190789818763733,63164,26650,lucas-cranach-the-elder,titian,portrait,portrait,4618,6815
Northern_Renaissance,High_Renaissance,0.8096232414245605,63901,26650,lucas-cranach-the-elder,titian,portrait,portrait,6901,6815
Northern_Renaissance,High_Renaissance,0.8028188943862915,30772,26650,Unknown Artist,titian,portrait,portrait,4108,6815
Northern_Renaissance,High_Renaissance,0.7943006157875061,65646,26650,hans-holbein-the-younger,titian,portrait,portrait,2448,6815
